Id,AcceptedAnswerId,CreationDate,Title,Body,Tags,AnswerBody,Params
52402907,52435581,2018-09-19 09:45:00,Cassandra 2.1 changing snitch from EC2Snitch to GossipingPropertyFileSnitch,"<p>Currently we have used EC2Snitch using two AZs in a single AWS region. The goal was to provide resiliency even when one AZ is not available. Most data are replicated with RF=2, so each AZ gets a copy based on Ec2Snitch.</p>

<p>Now we have come to a conclusion to move to GossipingPropertyFileSnitch. Reason primarily is that we have realized that one AZ going down is a remote occurrence and even if it happens, there are other systems in our stack that don't support this; so eventually whole app goes down if that happens.</p>

<p>Other reason is that with EC2Snitch and two AZs, we had to scale in factor of 2 (one in each AZ). With GossipingPropertyFileSnitch using just one rack, we can scale in factor of 1. </p>

<p>When we change this snitch setting, will the topology change? I want to avoid having a need to run nodetool repair. We always had failures with running nodetool repair and it runs forever.</p>
",<cassandra><nodetool>,"<p>Whether the topology changes depends on how you carry out the change. If you assign the same logical dc and rack to the node as what it's currently configured to, you shouldn't get a topology change.</p>

<p>You have to match the rack to the AZ after updating to <code>GossipingPropertyFileSnitch</code>. You need to do a rolling restart for the re-configuration to take place.</p>

<p>Example <code>cassandra-rackdc.properties</code> for 2 nodes in 1 dc across 2 AZs:</p>



<pre class=""lang-sh prettyprint-override""><code># node=10.0.0.1, dc=first, AZ=1
dc_suffix=first
# Becomes
dc=first
rack=1

# node=10.0.0.2, dc=first, AZ=2
dc_suffix=first
# Becomes
dc=first
rack=2
</code></pre>

<p>On a side note you need to explore why repairs are failing. Unfortunately they are very important for cluster health. </p>
","['rack', 'dc']"
54222010,54222176,2019-01-16 17:07:16,On Cassandra how to enable LDAP authentication,"<p>I have a Cassandra cluster running on Ubuntu. I would like to enable authentication so that not everyone will have access to the Cassandra database and run queries.</p>

<p>Enabling simple authentication is available at <a href=""https://docs.datastax.com/en/cassandra/3.0/cassandra/configuration/secureConfigNativeAuth.html"" rel=""nofollow noreferrer"">https://docs.datastax.com/en/cassandra/3.0/cassandra/configuration/secureConfigNativeAuth.html</a></p>

<p>But, I am looking for integrating Cassandra with LDAP, Active Directory</p>
",<cassandra><nosql><cassandra-3.0><wide-column-store>,"<p>You will have to change the default authenticator from AllowAllAuthenticator to PasswordAuthenticator or some custom authenticator.</p>

<p>You can also enable roles for a finer grained access.</p>

<p>Check the following:</p>

<ul>
<li><a href=""http://cassandra.apache.org/doc/latest/operating/security.html?highlight=authenticator#authentication"" rel=""nofollow noreferrer"">http://cassandra.apache.org/doc/latest/operating/security.html?highlight=authenticator#authentication</a></li>
<li><a href=""https://docs.datastax.com/en/cassandra/3.0/cassandra/configuration/secureConfigNativeAuth.html"" rel=""nofollow noreferrer"">https://docs.datastax.com/en/cassandra/3.0/cassandra/configuration/secureConfigNativeAuth.html</a></li>
</ul>

<p>Later edit: since you need LDAP autentication you can use the one created by Instaclustr. Details - <a href=""https://www.instaclustr.com/apache-cassandra-ldap-authentication/"" rel=""nofollow noreferrer"">Apache Cassandra LDAP Authentication</a> and the <a href=""https://github.com/instaclustr/cassandra-ldap"" rel=""nofollow noreferrer"">source code</a>.</p>
",['authenticator']
54637593,54673425,2019-02-11 19:18:14,What should I try when cassandra appears to be running and listening but cqlsh can't connect?,"<p>I'm new to Cassandra and was trying it out. Despite Cassandra apparently running and listening (according to <code>lsof</code>) I can't connect to it. <code>sudo systemctl status cassandr</code> also reports <code>active (running)</code>.</p>

<pre><code>$ sudo lsof -Pnl +M -i4 
COMMAND  PID     USER   FD   TYPE DEVICE SIZE/OFF NODE NAME
(omitting unrelated services - nothing here about cassandra)

$ sudo lsof -Pnl +M -i6
COMMAND   PID     USER   FD   TYPE DEVICE SIZE/OFF NODE NAME
sshd      752        0    4u  IPv6  16234      0t0  TCP *:22 (LISTEN)
java    23659      300   68u  IPv6 158110      0t0  TCP 127.0.0.1:7199 (LISTEN)
java    23659      300   69u  IPv6 158122      0t0  TCP 127.0.0.1:36921 (LISTEN)
java    23659      300   84u  IPv6 158212      0t0  TCP 127.0.0.1:9160 (LISTEN)
java    23659      300  151u  IPv6 158205      0t0  TCP 127.0.0.1:7000 (LISTEN)



$ sudo nodetool status
Datacenter: datacenter1
=======================
Status=Up/Down
|/ State=Normal/Leaving/Joining/Moving
--  Address    Load       Owns (effective)  Host ID                               Token                                    Rack
UN  127.0.0.1  125.98 KiB  100.0%            e0bbc831-8686-43a6-b99c-8ea5596c8581  3840369556391221198                      rack1
</code></pre>

<p>For Nix users who might be reading this (also easy to grasp for non-Nix users), my config is just:</p>

<pre><code>  services.cassandra = {
    enable = true;
    listenAddress = ""127.0.0.1"";
    rpcAddress = ""127.0.0.1"";
  };
</code></pre>

<p>The error I get is:</p>

<pre><code>$ cqlsh 127.0.0.1 9160
Connection error: ('Unable to connect to any servers', {'127.0.0.1': error(111, ""Tried connecting to [('127.0.0.1', 9160)]. Last error: Connection refused"")})
</code></pre>
",<cassandra><nixos>,"<p>I should have checked on the nixpks issue tracker, as I found the <a href=""https://github.com/NixOS/nixpkgs/issues/50954#issuecomment-441270430"" rel=""nofollow noreferrer"">answer there</a>; I needed:</p>

<pre><code>extraConfig = {
  start_native_transport = true;
};
</code></pre>
",['start_native_transport']
54787579,54800860,2019-02-20 13:34:03,ReadTimeout: Error from server: code=1200 [Coordinator node timed out waiting for replica nodes,"<p>I am getting below error on,</p>

<pre><code>ReadTimeout: Error from server: code=1200 [Coordinator node timed out waiting for replica nodes' responses] message=""Operation timed out - received only 0 responses."" info={'received_responses': 0, 'required_responses': 1, 'consistency': 'ONE'}
</code></pre>

<p>version details, [cqlsh 5.0.1 | Cassandra 3.11.4 | CQL spec 3.4.4 | Native protocol v4]</p>

<pre><code>cqlsh:infinito&gt; select count(id) from list_subscriber;
</code></pre>

<p>This table contains only 10 lacks of records, and primary key is on 'Id' column only having int type.</p>

<p>I am trying to increase some timeout params <code>(request_timeout_in_ms:)</code> but no luck</p>

<p>Any help is appreciated.</p>
",<cassandra><cassandra-3.0><cqlsh>,"<p>I ended up doing below options, increased below options value by 10 times.</p>

<p>edited /etc/cassandra/cassandra.yaml file</p>

<pre><code>sudo nano /etc/cassandra/cassandra.yaml

# How long the coordinator should wait for read operations to complete
read_request_timeout_in_ms: 50000
# How long the coordinator should wait for seq or index scans to complete
range_request_timeout_in_ms: 100000
# How long the coordinator should wait for writes to complete
write_request_timeout_in_ms: 20000
# How long the coordinator should wait for counter writes to complete
counter_write_request_timeout_in_ms: 50000
# How long a coordinator should continue to retry a CAS operation
# that contends with other proposals for the same row
cas_contention_timeout_in_ms: 10000
# How long the coordinator should wait for truncates to complete
# (This can be much longer, because unless auto_snapshot is disabled
# we need to flush first so we can snapshot before removing the data.)
truncate_request_timeout_in_ms: 600000
# The default timeout for other, miscellaneous operations
request_timeout_in_ms: 100000

# How long before a node logs slow queries. Select queries that take longer than
# this timeout to execute, will generate an aggregated log message, so that slow queries
# can be identified. Set this value to zero to disable slow query logging.
slow_query_log_timeout_in_ms: 5000
</code></pre>

<p>And then opened terminal and executed below command</p>

<pre><code>cqlsh --request-timeout=6000
</code></pre>

<p>Everything looks ok.</p>
",['auto_snapshot']
54938850,55132608,2019-03-01 06:06:52,Configuration for cassandra with rac and vnodes in single data center,"<p>I was wondering which configuration will be best suited for even distribution of data among nodes.</p>

<ol>
<li>5 nodes with 3 racs (2 nodes(node 1,node4) on rac1 , 2 nodes on rac2 (node2,node4) , 1 node on rac3 (node3))
Replication factor 3 and Read / Write on Quorum</li>
</ol>

<p>In this case I am wondering whether the node3 which is the only node in rac3 will have more data than other nodes since replication strategy suggests that replicas will be but in nodes on different rac.</p>

<ol start=""2"">
<li>6 nodes with 3 racs (2 nodes(node 1,node4) on rac1 , 2 nodes on rac2 (node2,node4) , 2 nodes on rac3 (node3, node6)) 
Replication factor 3 and Read / Write on Quorum</li>
</ol>

<p>In this case data will be distributed equally among all nodes.</p>

<p>Want to know whether my understanding is correct or not?</p>
",<cassandra>,"<p>In the case of 5 nodes across 3 racks, yes, one node will be under greater load/stress.</p>

<p>It's a good idea to scale the cluster in multiples of the rack count to keep the data balanced across nodes. For example, in a 3 rack cluster you should add 3 nodes each time you expand the cluster.</p>

<p>If you choose to use multiple racks the ideal rack count should be ≥ your chosen <em>replication factor</em>. This allows Cassandra to store each replica in a separate rack.</p>

<p>In the case of a rack outage the other replicas would be still available.</p>

<p>For example, with RF=3 and 3 racks and queries at <code>QUORUM</code>, you can sustain the failure of a single rack. Whereas, with RF=3 and 2 racks at <code>QUORUM</code>, there is no guarantee that 2 replicas will still be available in the case of a rack failure.</p>

<p>Racks are for informing Cassandra about fault domains. If your running in your own data center, as the name implies, racks should be assigned based on the rack the node is located in. If you're running in the cloud, the best option is to map racks to AWS <em>availability zones</em> (or whatever is equivalent for your provider).</p>
",['rack']
54983225,54985822,2019-03-04 12:24:37,Group by on Primary Partition,"<p>I am not able to perform Group by on a primary partition. I am using Cassandra 3.10. When I group by I get the following error.
<code>InvalidReqeust: Error from server: code=2200 [Invalid query] message=""Group by currently only support groups of columns following their declared order in the Primary Key</code>. My column is a primary key even still I am facing the problem.</p>

<p>My schema is</p>

<pre><code>Table trends{
name text,
price int,
quantity int,
code text,
code_name text,
cluster_id text
uitime timeuuid,
primary key((name,price),code,uitime))
with clustering order by (code DESC, uitime DESC)
</code></pre>

<p>And the command that I run is: <code>select sum(quantity) from trends group by code;</code></p>
",<cassandra>,"<p>For starters your schema is invalid. You cannot set clustering order on code because it is the partition key. The order is going to be determined by the hash of it (unless using byte order partitioner - but don't do that).</p>

<p>The query and thing your talking about does work though. For example you can run</p>

<pre><code>&gt; SELECT keyspace_name, sum(partitions_count) AS approx_partitions FROM system.size_estimates GROUP BY keyspace_name;

 keyspace_name      | approx_partitions
--------------------+-------------------
        system_auth |               128
              basic |           4936508
          keyspace1 |               870
 system_distributed |                 0
      system_traces |                 0
</code></pre>

<p>where they schema is:</p>

<pre><code>CREATE TABLE system.size_estimates (
    keyspace_name text,
    table_name text,
    range_start text,
    range_end text,
    mean_partition_size bigint,
    partitions_count bigint,
    PRIMARY KEY ((keyspace_name), table_name, range_start, range_end)
) WITH CLUSTERING ORDER BY (table_name ASC, range_start ASC, range_end ASC)
</code></pre>

<p>Perhaps the pseudo-schema you provided differs from the actual one. Can you provide output of <code>describe table xxxxx</code> in your question?</p>
",['partitioner']
55243714,55445088,2019-03-19 14:46:27,Cassandra-stress : how to install and set it up outside cassandra cluster,"<p>I am about to use simple cassnadra cluster (3 nodes, x.x.x.104-106). I'm using CentOS7, so i used datastax repository, Cassandra 3.0. 
I read on forum, it is better to install the cassandra-stress outside the cluster, otherwise it consumes CPU of the node.</p>

<p>Could you please help me, how to install it? </p>

<p>I tried to copied cassandra-stress.sh separately, but it is dependent on some cassandra files (probably created during installation). </p>

<p>So I decided to install whole Cassandra on separate server, in the same network space. Now, I'm struggling with the correct setup, how to run cassandra-stress tool against the cassandra cluster.</p>

<p>In cassandra.yaml I setup Cassandra name, listen_adress to public_ip, rpc_address to loopback address, I set seeds to cassandra cluster nodes (x.x.x.104-106)... but in general it does not make sense to set it up, since I dont wan't create another node in the Cassandra cluster.</p>

<p>Could you please help me?</p>

<p>Edit: Maybe using something like this might be the correct way?</p>

<p>cassandra-stress user profile=/usr/cassandra/stress-file.yaml ops(insert=1,books=1) n=10000 -node x.x.x.104,x.x.x.105,x.x.x.106 -port native= ?
Telnet [cassandra_node_ip_ddress] 7000 works fine</p>
",<cassandra><cassandra-3.0><cassandra-stress>,"<p>on every node:
in cassandra.yaml set rpc_address to IP address
in cassanda-env.sh set LOCAL_JMX=no and jmx options autenticate=false 
open firewall port 7199
restart firewall and cassandra</p>

<p>on cassandra-stress server:</p>

<pre><code>cassandra-stress user profile=/usr/cassandra/stress-books.yaml ops\ 
(insert=1,books=1\) 
n=10000 -node 172.16.20.104,172.16.20.105,172.16.20.106 -port native=9042 
thrift=9160 jmx=7199
</code></pre>

<p>Note! JMX communication is not secured</p>
",['rpc_address']
56802034,56829845,2019-06-28 06:38:34,restore with AWS EBS' snapshots on separate cluster,"<p>I have a cluster with 3 nodes - say cluster1 on AWS EC2 instances. The cluster is up and running, took snapshot of the keyspace's volume. </p>

<p>Now I want to restore few tables/keyspaces from the snapshot volumes, so I created another cluster say cluster2 and attached the snapshot volumes on to the new cluster's ec2 nodes (same number of nodes). Cluster2 is not starting bcz the system keyspace in the snapshot taken was having cluster name as cluster1 and the cluster on which it is being restored is cluster2. How do I do a restore in this case? I do not want to do any modifications to the existing cluster.</p>

<p>Also when I do restore do I need to think about the token ranges of the old and new cluster's mapping?</p>
",<amazon-ec2><cassandra>,"<p>Before starting the cluster2, it's important to ensure that none of the IP addresses of the cluster1 are included in the seed list of the cluster2 to ensure that they are kept unaware between them. Also, to remove from the path <code>data_file_directories</code> (as defined in the cassandra.yaml), the following directories:</p>

<ul>
<li>system</li>
<li>system_auth</li>
<li>system_distributed</li>
<li>system_traces</li>
</ul>

<p><strong><code>system_schema</code> should not be touched, as it contains the schema definition of the keyspaces and tables.</strong></p>

<p>Start the cluster, one node at a time; the first node should include its own IP address at the beginning of the seed list; This will be a one time change, and the change should be removed once that the cluster is up and running.</p>

<p>At this moment you should have a separate cluster, with the information and structure of the original cluster at the time that the snapshot was taken. To test this, execute <code>nodetool gossipinfo</code> and only the nodes of the cluster2 should be listed, login into cqlsh <code>describe keyspaces</code> should list all your keyspaces, and executing queries of your application should retrieve your data. You will note that Cassandra already generated the system* keyspaces, as well as dealt with the token distribution.</p>

<p>The next step is to update the name of the restored cluster, in each one of the nodes:</p>

<ol>
<li>Log into cqlsh</li>
<li>Execute <code>UPDATE system.local SET cluster_name = 'cluster2' where key='local';</code></li>
<li>exit cqlsh</li>
<li>run <code>nodetool flush</code></li>
<li>run <code>nodetool drain</code></li>
<li>edit the cassandra.yaml file, update <code>cluster_name</code> with the name 'cluster2'</li>
<li>restart the cassandra service</li>
<li>wait until the node is reported as NORMAL with <code>nodetool status</code> or <code>nodetool netstats</code></li>
<li>repeat with a different node</li>
</ol>

<p>At this point you will have 2 independent clusters, with different name.</p>
",['cluster_name']
57241604,57242883,2019-07-28 13:58:33,Cassandra Says Listening on Port 9042 But Couldn't Connect It,"<p>I've running cassandra on my local machine. </p>

<p>I've starting it <code>sudo service cassandra start</code>. And then check logs under <code>var/log/cassandra/system-log</code> and it says:</p>

<pre><code>INFO  [main] 2019-07-28 13:13:17,226 Server.java:162 - Starting listening for CQL clients on localhost/127.0.0.1:9042 (unencrypted)...
INFO  [main] 2019-07-28 13:13:17,270 CassandraDaemon.java:501 - Not starting RPC server as requested. Use JMX (StorageService-&gt;startRPCServer()) or nodetool (enablethrift) to start it
INFO  [SharedPool-Worker-1] 2019-07-28 13:13:27,133 ApproximateTime.java:44 - Scheduling approximate time-check task with a precision of 10 milliseconds
INFO  [OptionalTasks:1] 2019-07-28 13:13:27,298 CassandraRoleManager.java:339 - Created default superuser role 'cassandra'
</code></pre>

<p>Then I try to connect with <code>cqlsh</code> in terminal and it says: 
<code>Connection error: ('Unable to connect to any servers', {'127.0.0.1:9042': error(111, ""Tried connecting to [('127.0.0.1', 9042)]. Last error: Connection refused"")})</code></p>

<p>What is wrong? Also I couldn't see 9042 port with <code>netstat -tulpn</code> command.</p>
",<cassandra><cqlsh>,"<ol>
<li>Go to /etc/cassandra/cassandra-env.sh</li>
</ol>

<p>Uncomment  </p>

<p><code># JVM_OPTS=""$JVM_OPTS -Djava.rmi.server.hostname=&lt;public name&gt;""</code>   </p>

<p>and change it to </p>

<pre><code>JVM_OPTS=""$JVM_OPTS -Djava.rmi.server.hostname==localhost""
</code></pre>

<ol start=""2"">
<li>Set listen_address and broadcast_rpc_address to local ip (get ip address from ifconfig).</li>
<li>Restart Cassandra.</li>
</ol>
","['listen_address', 'broadcast_rpc_address']"
57691436,57698599,2019-08-28 11:32:45,Datastax Java driver 4.x : How to get cluster name?,"<p>After upgrading java driver for cassandra from 3.7 to 4.0 (or above) - I am unable to resolve the cluster name.</p>

<p>I need the name of the cassandra cluster to which the my application is connected using java driver. Earlier it was available as ""Cluster.getMetadata().getClusterName()"". But after upgrading to datastax-driver-core-4.0 or above- I am unable to resolve the Cluster name from CqlSession.getMetadata()..</p>

<p>This is very important because I have segregated operations based on different cluster.</p>
",<cassandra><datastax><datastax-java-driver><cassandra-cluster>,"<p>I believe cluster name is no longer provided by the java api.
Instead just query it from the system.local :</p>

<pre><code>SimpleStatement statement =SimpleStatement.newInstance(""SELECT cluster_name FROM system.local"");
ResultSet resultSet = session.execute(statement);
Row row = resultSet.one();
System.out.println(row.getString(""cluster_name""));
</code></pre>
",['cluster_name']
58406145,58409061,2019-10-16 05:14:11,Migrating data from a single node cassandra cluster to another single node cassandra cluster,"<p>I have a Single Node Cassandra Cluster which has around 44gb of data on it(/var/lib/cassandra/data/my_keyspace). The current storage is 1 tb and I need to migrate all the data to another VM which will have the same setup(single node cluster). My data-node has data being pushed to it every second so I can't afford any downtime(Some sensors are pushing time-series data).</p>

<pre><code>Keyspace :- CREATE KEYSPACE my_keysopace WITH replication = {'class': 'SimpleStrategy', 'replication_factor': '1'}  AND durable_writes = true;

Datacenter: datacenter1
=======================
Status=Up/Down
|/ State=Normal/Leaving/Joining/Moving
--  Address    Load       Tokens       Owns (effective)  Host ID                               Rack

UN  127.0.0.1  43.4 GiB   256          100.0%            e0ae36db-f639-430c-91ad-6af3ffb6f906  rack1
</code></pre>

<p>After a bit of research I decided it's best to add the new node to existing cluster and then let the old node stream all the data and after streaming is done, decommission the old node.</p>

<p>Source :- <a href=""https://docs.datastax.com/en/archived/cassandra/2.0/cassandra/operations/ops_add_node_to_cluster_t.html"" rel=""nofollow noreferrer"">https://docs.datastax.com/en/archived/cassandra/2.0/cassandra/operations/ops_add_node_to_cluster_t.html</a></p>

<ol>
<li>Configure old node as seed node for the new node    </li>
<li><strong>Add</strong> new node node to the ring(auto_bootstrap = true)    </li>
<li>Once the status is UN for both nodes, run nodetool <strong>cleanup</strong> on old node    </li>
<li><strong>Decommission</strong> the old node</li>
</ol>

<p>My only concern is will I be facing any <strong>data loss</strong>/ is this approach appropriate ?
Please let me know if I am missing anything here </p>

<p>Thanks</p>
",<cassandra><database-migration>,"<p><em>Firstly</em>, disclaimer, using a single node of C* voids the purpose of the distributed database. Minimal cluster size tends to be 3 so some nodes can go offline without downtime (I'm sure you've seen this warning before). Now with that out the way, let's discuss the process.</p>

<blockquote>
  <ol>
  <li>Configure old node as seed node for the new node</li>
  </ol>
</blockquote>

<p>Yep.</p>

<p>1.5. (Potentially missing step) The step you're missing is the consistency level of your queries needs to be verified. I see you're using <code>replication_factor</code> 1 for all keyspaces in use so make sure you're using a CONSISTENCY_LEVEL of ONE for your queries. </p>

<blockquote>
  <ol start=""2"">
  <li>Add new node node to the ring(auto_bootstrap = true)</li>
  </ol>
</blockquote>

<p>Sounds good. Make sure you've configured various ports / listen_address etc.</p>

<blockquote>
  <ol start=""3"">
  <li>Once the status is UN for both nodes, </li>
  </ol>
</blockquote>

<p>Once you reach UN double-check that the client isn't seeing any consistency errors.</p>

<blockquote>
  <p>3.5. run nodetool cleanup on old node</p>
</blockquote>

<p>3.5. (Redundant step) You don't need to run <code>nodetool cleanup</code>. You won't care about left over data from the decommissioned node, as all the data will be moved to the new node replacing it. </p>

<blockquote>
  <ol start=""4"">
  <li>Decommission the old node</li>
  </ol>
</blockquote>

<p>Yep. </p>

<ol start=""5"">
<li>(Missing step) You'll have to modify the new node to see itself as a seed once you've decomissioned the old node or it wont be able to re-start.</li>
</ol>
",['listen_address']
58409127,58409830,2019-10-16 08:39:20,Cassandra: Shipping Disk to New DC in order to sync 50TB of data,"<p>We're adding a new datacenter to our Cassandra cluster. Currently, we have a 15-node DC with RF=3 resulting in about 50TB~ of data.</p>

<p>We are adding another datacenter in a different country and we want both data centers to contain all the data. Obviously, synchronizing 50TB of data across the internet will take a gargantuan amount of time.</p>

<p>Is it possible to copy a full back to a few disks, ship that to the new DC and then recover? I'm just wondering what would be the procedure to do so.</p>

<p>Could someone give me a few pointers on this operation, if possible at all?
Or any other tips?</p>

<p>Our new DC is going to be smaller (6 nodes) for the time being, although enough space will be available. The new DC is mostly meant as a live-backup/failover and will not be the primary cluster for writing, generally speaking.</p>
",<database><cassandra><replication><database-replication><cassandra-3.0>,"<p>TL;DR; Due to the topology (node count) change between the two DCs, avoiding streaming the data in isn't possible AFAIK. </p>

<blockquote>
  <p>Our new DC is going to be smaller (6 nodes) for the time being</p>
</blockquote>

<p>The typical process isn't going to work due to token alignment on the nodes being different (new cluster's ring will change). So just copying the existing SSTables wont work, as the nodes that hold those tables, might not have the tokens corresponding to the data in the files and so C* wont be able to find said data.</p>

<p>Bulk loading the data to the new DC is out too, as you'll be overwriting the old data if you re-insert it. </p>

<p>To give you an overview of the process if you were to retain the topology:</p>

<ol>
<li>snapshot the data from the original DC</li>
<li>Configure the new DC. It's extremely important that you set initial_token for each machine. You can get a list of what tokens you need by running <code>nodetool ring</code> on the original cluster. This is why you need the same number of nodes. As importantly, when copying the SSTable files over, you need the files and the tokens to be from the same node.</li>
<li>ship the data to the new DC (Remember if the new node 10.0.0.1 got it's tokens from 192.168.0.100 in the old dc, then it also has to get it's snapshot data from 192.168.0.100).  </li>
<li>Start the new DC and ensure both DCs see eachother ok.</li>
<li>Rebuild and repair <code>system_distributed</code> and <code>system_auth</code> (assuming you have authentication enabled)</li>
<li>Update client consistency to whatever you need. (Do you want to write to both DCs? From your description sounds like a no so you might be all good). </li>
<li>Update the schema, ensure that you're using <code>NetworkTopologyStrategy</code> for any keyspce that you want to be shared, then add some replication for the new DC.</li>
</ol>

<pre><code>    ALTER KEYSPACE ks WITH REPLICATION = { 'class' : 'NetworkTopologyStrategy', 'oldDC' : 3, 'newDC':3 };
</code></pre>

<ol start=""8"">
<li>Run a full repair on each node in the new dc. </li>
</ol>
",['initial_token']
58466825,58492704,2019-10-19 18:32:07,How do I connect to a Cassandra VM,"<p>The following code works if Cassandra and the code are on the same machine:</p>

<pre><code>using System;
using Cassandra;

namespace CassandraInsertTest
{
    class Program
    {
        static void Main(string[] args)
        {
            var cluster = Cluster.Builder()
            .AddContactPoint(""127.0.0.1"")
            .Build();

            var session = cluster.Connect(""test_keyspace"");

            session.Execute(""INSERT INTO test_table (id, col1, col2) VALUES (1, 'data1', 'data2')"");

            Console.WriteLine($""Finished"");
            Console.ReadKey();
        }
    }
}
</code></pre>

<p>Assuming a username and password is needed if the code is on one machine and cassandra is on a different machine (different ip address)?  So I have tried:</p>

<pre><code>        var cluster = Cluster.Builder()
        .AddContactPoint(""192.168.0.18"") &lt;- the ip address for the cassandra node
        .WithPort(9042)
        .WithCredentials(""username to log into the cassandra node"",""password to log into the cassandra node"")
        .Build();
</code></pre>

<p>I get the following error message:</p>

<pre><code>userone@desktop:~/Desktop/vsc$ dotnet run
Unhandled exception. Cassandra.NoHostAvailableException: All hosts tried for query failed (tried 192.168.0.18:9042: SocketException 'Connection refused')
   at Cassandra.Connections.ControlConnection.Connect(Boolean isInitializing)
   at Cassandra.Connections.ControlConnection.InitAsync()
   at Cassandra.Tasks.TaskHelper.WaitToCompleteAsync(Task task, Int32 timeout)
   at Cassandra.Cluster.Cassandra.SessionManagement.IInternalCluster.OnInitializeAsync()
   at Cassandra.ClusterLifecycleManager.InitializeAsync()
   at Cassandra.Cluster.Cassandra.SessionManagement.IInternalCluster.ConnectAsync[TSession](ISessionFactory`1 sessionFactory, String keyspace)
   at Cassandra.Cluster.ConnectAsync(String keyspace)
   at Cassandra.Tasks.TaskHelper.WaitToComplete(Task task, Int32 timeout)
   at Cassandra.Tasks.TaskHelper.WaitToComplete[T](Task`1 task, Int32 timeout)
   at Cassandra.Cluster.Connect(String keyspace)
   at HelloWorld.Program.Main(String[] args) in /home/userone/Desktop/vsc/Program.cs:line 17
userone@desktop:~/Desktop/vsc$ 
</code></pre>

<p>The iptables on the node (the cassandra server) is currently set as follows:</p>

<pre><code>node1@node1:~$ sudo iptables -S
-P INPUT ACCEPT
-P FORWARD ACCEPT
-P OUTPUT ACCEPT
-A INPUT -i lo -j ACCEPT
-A IMPUT -m conntrack --ctstate RELATED,ESTABLISHED -j ACCEPT
-A INPUT -p tcp -m tcp --dport 22 -j ACCEPT
-A INPUT -p tcp -m tcp --dport 80 -j ACCEPT
-A INPUT -s 192.168.0.73/32 -p tcp -m multiport --dports 7000,7001,7199,9042,9160,9142 -m state --state NEW,ESTABLISHED -j ACCEPT
node1@node1:~$
</code></pre>

<p>Note 1: Both the machine with the app and the machine with cassandra installed can be pinged and tracerouted in both directions.</p>

<p>Note 2: I have tested the username and password and can log into the cassandra server without any issues when tried directly on the server.</p>

<p>Note 3: Cassandra is running in a VM which I just created today.  The VM is a guest machine on the host machine which runs the code.</p>

<p>Note 4: Both the Host OS and Guest OS are Linux.</p>
",<c#><.net><.net-core><cassandra>,"<pre><code>.AddContactPoint(""127.0.0.1"")
</code></pre>

<p>If that works from the same machine, then you probably have Cassandra <em>bound</em> to that IP.  If you need to connect to your node(s) remotely, then you need to bind a routeable IP to that node.</p>

<p>Run a <code>nodetool status</code>.  If you see your cluster status showing your node with an IP of 127.0.0.1, then connecting <em>to</em> the local machine <em>from</em> the local machine is the only scenario that will <em>ever</em> work.</p>

<p>Try running the following command on your node:</p>

<pre><code>grep _address cassandra.yaml
</code></pre>

<p>The IP address returned in the output is the only one that an application is allowed to connect to.  If you want to be able to connect to 192.168.0.18, then the <code>listen</code> and <code>rpc</code> addresses should look something like this:</p>

<pre><code>listen_address: 192.168.0.18
rpc_address: 192.168.0.18
</code></pre>

<p>Note that you'll need to change your <code>seeds</code> list, too.</p>

<p>Also, if you're on a VM/provider that has both internal and external IP addresses, then you'll also need to set your <code>broadcast_</code> addresses to the external IP:</p>

<pre><code>broadcast_address: 10.6.5.5
broadcast_rpc_address: 10.6.5.5
listen_address: 192.168.0.18
rpc_address: 192.168.0.18
</code></pre>

<p>But try setting just <code>listen</code> and <code>rpc</code> to 192.168.0.18 first.</p>

<p><strong>Edit 20191022</strong></p>

<blockquote>
  <p>Just wanted to double check, do I add 192.168.0.18 as the listen_address and rpc_address to the cassandra node where the cassandra node has the ip address 192.168.0.18?</p>
</blockquote>

<p>Yes.  Also make sure that your node's seed list is set like this:</p>

<pre><code>- seeds: ""192.168.0.18""
</code></pre>

<blockquote>
  <p>Before I did that, the value of the listen_address and rpc_address were set to localhost</p>
</blockquote>

<p>I thought so.</p>

<blockquote>
  <p>However, after making the changes you suggested, nodetool status now gives me</p>
</blockquote>

<pre><code>Failed to connect to 127.0.0.1:7199 - connection refused
</code></pre>

<p>Ironically, that's the same message nodetool returns when Cassandra is not running.  At this point I would check the system log and see if it is returning errors that may be preventing it from starting.  I suspect that the seed list still reads ""127.0.0.1"".</p>

<p><strong>tl;dr;</strong></p>

<p>If you intend to connect to your cluster/node remotely, then you <em>cannot</em> use the default configurations which bind Cassandra to the home IP (127.0.0.1/localhost).  And that includes all <code>_address</code> settings, as well as your <code>seeds</code> list.</p>
","['listen_address', 'rpc_address']"
